drugname,raw_smiles,canonical_smiles,toxicity_score,n_reports
BORTEZOMIB,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.4654882154882155,2376
REMODULIN,"CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)[O-])O)O.[Na+]
CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O.[Na]
CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)[O-])O)O",CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)[O-])CC21.[Na+],0.55255382017729,2369
FLUCONAZOLE,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.522572402044293,2348
DOXYCYCLINE,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,0.5315699658703071,2344
HALOPERIDOL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.6124731182795699,2325
LENVATINIB MESYLATE,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl.CS(=O)(=O)O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,0.4321041214750542,2305
CAPECITABINE,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,0.5184862983906046,2299
GOLIMUMAB,,,0.6841186736474695,2292
PALBOCICLIB,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.3931064572425829,2292
MEROPENEM,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,0.5989492119089317,2284
ATROVENT,"CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.O.[Br-]",CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],0.6330556773345024,2281
ETANERCEPT,,,0.5675318961724594,2273
TAMSULOSIN,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,0.516629711751663,2255
ENTYVIO,,,0.3540734109221128,2234
NIVOLUMAB,,,0.41229250785105426,2229
ARANESP,,,0.7653429602888087,2216
CODEINE,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0.5493212669683258,2210
ESOMEPRAZOLE,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,0.5509090909090909,2200
OXYGEN,O=O,O=O,0.5521640091116173,2195
CITALOPRAM,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0.4606946983546618,2188
ATORVASTATIN CALCIUM,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-].[Ca+2],0.5032198712051518,2174
ZEJULA,CC1=CC=C(C=C1)S(=O)(=O)O.C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,0.3162511542012927,2166
FULVESTRANT,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,0.36490900606626225,2143
OZEMPIC,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C,0.4102196752626552,2094
METOCLOPRAMIDE,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.5825710158883004,2077
IDURSULFASE,,,0.4602026049204052,2073
RANITIDINE HYDROCHLORIDE,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,0.15332362930616206,2061
FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0.4789833822091887,2046
YERVOY,,,0.47038668624571706,2043
DAPAGLIFLOZIN,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,0.5242766061794998,2039
DULOXETINE,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,CNCCC(Oc1cccc2ccccc12)c1cccs1,0.45115365733922436,2037
GEMCITABINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,0.4548133595284872,2036
BUPROPION,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.5104166666666666,2016
BENADRYL,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,CN(C)CCOC(c1ccccc1)c1ccccc1,0.37835153922542203,2014
UNSPECIFIED INGREDIENT,,,0.4823646299056135,2013
POMALYST,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.3961232604373757,2012
EPCORITAMAB,,,0.6970602889885401,2007
POLYETHYLENE GLYCOLS,,,0.6433915211970075,2005
GLUCOSAMINE,C(C1C(C(C(C(O1)O)N)O)O)O,NC1C(O)OC(CO)C(O)C1O,0.6745951417004049,1976
PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,,,0.6239229599594526,1973
IRON,[Fe],[Fe],0.3891149542217701,1966
BISACODYL,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.6811224489795918,1960
BUPRENORPHINE HYDROCHLORIDE,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5.Cl,0.13490035769034237,1957
TRUVADA,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,0.18363171355498722,1955
MONTELUKAST,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,0.43807574206755373,1954
VITAMINS,,,0.4635523613963039,1948
TORSEMIDE,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0.5598971722365038,1945
INSULIN NOS,,,0.5147286821705427,1935
AMIODARONE,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0.6356107660455487,1932
JARDIANCE,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O,0.5461658841940532,1917
EZETIMIBE,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,0.4482758620689655,1914
TOPICORT,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,0.7332285115303984,1908
BACTRIM,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.5696937697993664,1894
CYMBALTA,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,CNCCC(Oc1cccc2ccccc12)c1cccs1.Cl,0.29546666666666666,1875
LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.5576407506702413,1865
BISOPROLOL FUMARATE,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=CC(=O)O)C(=O)O,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)C=CC(=O)O,0.5760343901128425,1861
TRIAMCINOLONE ACETONIDE,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0.555077915099409,1861
LACTULOSE,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0.6244588744588745,1848
TYVASO DPI,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,0.46471226927252984,1842
METHYLPREDNISOLONE SODIUM SUCCINATE,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+],CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)[O-])C2(C)C=CC(=O)C=C12.[Na+],0.546644844517185,1833
TREPROSTINIL,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,0.5386725178277565,1823
FILGRASTIM,,,0.5828759604829857,1822
FISH OIL,,,0.528021978021978,1820
DOXORUBICIN HYDROCHLORIDE,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl,0.47220693450742984,1817
CHLORHEXIDINE GLUCONATE,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1.O=C(O)C(O)C(O)C(O)C(O)CO.O=C(O)C(O)C(O)C(O)C(O)CO,0.7274229074889867,1816
VENTOLIN,"CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O",CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.3937224669603524,1816
ISATUXIMAB,,,0.6461794019933554,1806
FLUTICASONE PROPIONATE,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.3532033426183844,1795
CEFTRIAXONE,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,0.6104260089686099,1784
VALACYCLOVIR HYDROCHLORIDE,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.Cl,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl,0.5937853107344633,1770
UPTRAVI,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.6966101694915254,1770
LIPITOR,"CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2]
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2]",CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-].[Ca+2],0.4481586402266289,1765
ENHERTU,,,0.6691218130311615,1765
APREMILAST,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,0.6933106575963719,1764
CLONIDINE,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,Clc1cccc(Cl)c1NC1=NCCN1,0.47440273037542663,1758
LEUCOVORIN,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,0.5578347578347579,1755
PROPOFOL,CC(C)C1=C(C(=CC=C1)C(C)C)O,CC(C)c1cccc(C(C)C)c1O,0.5904164289788933,1753
METOPROLOL SUCCINATE,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(CC(=O)O)C(=O)O,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,0.5034246575342466,1752
PERIOGARD,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1.O=C(O)C(O)C(O)C(O)C(O)CO.O=C(O)C(O)C(O)C(O)C(O)CO,0.7327586206896551,1740
ZOFRAN,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.O.O.Cl,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,0.5150462962962963,1728
HEPARIN,,,0.5274532710280374,1712
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,,,0.4114552893045003,1711
LANADELUMAB,,,0.4830409356725146,1710
ENOXAPARIN SODIUM,,,0.572599531615925,1708
LITHIUM,[Li],[Li],0.5778038755137992,1703
WARFARIN,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.5826957033549146,1699
IPRATROPIUM BROMIDE,"CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]",CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],0.7136953955135773,1694
NUCALA,,,0.5103489059727971,1691
OXYCONTIN,"CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.Cl",COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,0.32147093712930014,1686
PERINDOPRIL,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,0.4592988710635769,1683
LAMICTAL,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0.5166468489892985,1682
MELOXICAM,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0.5125148986889154,1678
FERROUS SULFATE,[O-]S(=O)(=O)[O-].[Fe+2],O=S(=O)([O-])[O-].[Fe+2],0.4919499105545617,1677
ELTROMBOPAG OLAMINE,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C.C(CO)N.C(CO)N,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C.NCCO.NCCO,0.5742397137745975,1677
ACEBUTOLOL HYDROCHLORIDE,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,0.6550480769230769,1664
ATENOLOL,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.48945147679324896,1659
USTEKINUMAB,,,0.6182147165259348,1658
PANTOPRAZOLE MAGNESIUM,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Mg+2],COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.[Mg+2],0.4348894348894349,1628
SOLU-MEDROL,"CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+]
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O.[Na+]",CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)[O-])C2(C)C=CC(=O)C=C12.[Na+],0.5645460160592959,1619
RISEDRONATE SODIUM,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+],O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],0.5499689633767846,1611
KEVZARA,,,0.6426351771286514,1609
ILARIS,,,0.4652908067542214,1599
ATIVAN,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0.6007509386733417,1598
PEMETREXED,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,Nc1nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,0.46616541353383456,1596
PREVACID,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,0.5902160101651842,1574
RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.5064020486555698,1562
DICLOFENAC DIETHYLAMINE,CCNCC.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,CCNCC.O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.6568123393316195,1556
OXYCODONE TEREPHTHALATE,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.C1=CC(=CC=C1C(=O)O)C(=O)O,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314.COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314.O=C(O)c1ccc(C(=O)O)cc1,0.7266881028938906,1555
ONDANSETRON HYDROCHLORIDE,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl,0.6290322580645161,1550
HEPARIN SODIUM,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na+],CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O.[Na+],0.6610716591349257,1549
